modelo,feature,FN_0a1,FN_0a2,TP_0,dif_TP_menos_FN1,dif_TP_menos_FN2,max_abs_dif
CatBoost(bal),modelMagErr_g,-0.12749382006796117,0.05145862046091674,1.580972571086771,1.7084663911547322,1.5295139506258544,1.7084663911547322
CatBoost(bal),psfMagErr_z,0.04794823291442294,0.10849413935248181,1.7529357919674593,1.7049875590530363,1.6444416526149774,1.7049875590530363
CatBoost(bal),cModelMagErr_i,-0.04132072207950447,-0.04046871183961043,1.6005687872338674,1.6418895093133719,1.641037499073478,1.6418895093133719
CatBoost(bal),psfMag_color_r_z,-0.4577540970464762,0.0708053033429742,-1.5529736274296602,-1.095219530383184,-1.6237789307726345,1.6237789307726345
CatBoost(bal),modelMagErr_r,-0.040606940354081564,0.20666133618103824,1.566204210243637,1.6068111505977187,1.3595428740625988,1.6068111505977187
CatBoost(bal),cModelMagErr_r,-0.042728688432920776,0.09075512605507356,1.545047210691651,1.5877758991245718,1.4542920846365774,1.5877758991245718
CatBoost(bal),psfMag_color_r_i,-0.3735124663263996,0.18536963925337688,-1.380571898376714,-1.0070594320503143,-1.5659415376300907,1.5659415376300907
CatBoost(bal),fiberMag_color_r_i,-0.5454704534595588,0.20408062336618024,-1.3604354805162613,-0.8149650270567025,-1.5645161038824416,1.5645161038824416
CatBoost(bal),dered_color_r_i,-0.32494765443083856,0.14141126240807078,-1.4121336503884683,-1.0871859959576298,-1.553544912796539,1.553544912796539
CatBoost(bal),modelMag_color_r_i,-0.3140114431394699,0.13696280176681308,-1.4032688854765119,-1.089257442337042,-1.5402316872433248,1.5402316872433248
CatBoost(bal),petroMagErr_z,-0.029779195257784972,0.01707276289670388,1.4187896189771698,1.4485688142349549,1.401716856080466,1.4485688142349549
CatBoost(bal),cModelMag_z,-0.16132008775286624,0.4471833506119646,1.2767852076552908,1.438105295408157,0.8296018570433261,1.438105295408157
CatBoost(bal),dered_z,-0.12500357771979503,0.424436731152951,1.3094837093922436,1.4344872871120387,0.8850469782392926,1.4344872871120387
CatBoost(bal),fiber_minus_model_u,0.898194499724845,-0.38117046824307194,-0.5336782543598467,-1.4318727540846918,-0.1525077861167748,1.4318727540846918
CatBoost(bal),modelMag_z,-0.11735370953807849,0.4204382565177278,1.3133967459047389,1.4307504554428174,0.8929584893870111,1.4307504554428174
CatBoost(bal),psf_minus_model_z,1.0987482278180967,-0.4177505318195407,-0.32830165567732694,-1.4270498834954237,0.08944887614221375,1.4270498834954237
CatBoost(bal),fiber_minus_model_g,1.0215013686187147,-0.5058128541074747,-0.4006897446830084,-1.422191113301723,0.10512310942446629,1.422191113301723
